0,0,80,70,0,0,15,30,0,0,1050,3200
20,10,30,10,0,0,0,10,0,10,1063,3210
0,0,60,60,0,20,0,20,10,0,1052,3198
30,0,10,0,10,0,30,10,0,0,1071,3190
20,20,20,30,10,10,10,40,0,20,1065,3201
40,10,0,20,0,10,10,40,0,0,1032,3192
30,0,30,20,10,20,0,30,0,0,1035,3196
20,0,60,60,0,40,20,0,0,0,1055,3173
10,0,20,30,0,30,20,10,0,0,1070,3180
30,10,40,20,10,0,0,20,20,20,1037,3220
